Attribute,Attribute Value,PPV,FPR,FNR,Accuracy,Treatment Equality,Individuals Evaluated On,fold_num
race,African-American,1.0,0.0,0.9897610921501706,0.9520344029110156,inf,6046,0
race,African-American,0.25,0.0005131713992473486,0.9966666666666667,0.9508623494956069,99.66666666666667,6146,1
race,African-American,0.0,0.0012123311395912711,1.0,0.9424742605000818,49.285714285714285,6119,2
race,African-American,0.2222222222222222,0.0012131715771230502,0.9937304075235109,0.9467892921662013,45.285714285714285,6089,3
race,African-American,0.0,0.0001722652885443583,1.0,0.9442004229705547,342.0,6147,4
race,Caucasian,0.125,0.0005187682958461481,0.9986550100874243,0.9473554821942824,106.07142857142857,28474,0
race,Caucasian,0.1875,0.0004844239081830377,0.9980607627666451,0.945143219532819,118.76923076923077,28383,1
race,Caucasian,0.17391304347826086,0.0007047739159464372,0.997275204359673,0.9478312871565765,77.05263157894737,28427,2
race,Caucasian,0.25,0.0006690454950936663,0.9959946595460614,0.9468347299485952,82.88888888888889,28402,3
race,Caucasian,0.2,0.00014842851311736984,0.9993074792243767,0.9490367344063678,360.75,28393,4
race,Other,,0.0,1.0,0.9819121447028424,inf,774,0
race,Other,,0.0,1.0,0.9698952879581152,inf,764,1
race,Other,0.0,0.0027100271002710027,1.0,0.9852744310575636,4.5,747,2
race,Other,0.0,0.0012658227848101266,1.0,0.983790523690773,12.0,802,3
race,Other,,0.0,1.0,0.9800796812749004,inf,753,4
sex,female,0.2,0.00038880248833592535,0.9979879275653923,0.9536393138618452,124.0,10785,0
sex,female,0.0,0.0002897430944562488,1.0,0.9539212975762602,165.66666666666666,10851,1
sex,female,0.15384615384615385,0.0010682723123239778,0.9959016393442623,0.9539174779786741,44.18181818181818,10785,2
sex,female,0.2857142857142857,0.00048823357094033784,0.9956803455723542,0.9564648729446936,92.2,10704,3
sex,female,0.5,9.654373431164318e-05,0.9979959919839679,0.9540388689324859,498.0,10857,4
sex,male,0.2857142857142857,0.00043081164914699296,0.9969159599074788,0.9468358562160839,129.3,24509,0
sex,male,0.23529411764705882,0.0005635268108717327,0.9970866715222141,0.9434579821618525,105.3076923076923,24442,1
sex,male,0.10526315789473684,0.0007335807370328817,0.9985007496251874,0.9449567488167129,78.3529411764706,24508,2
sex,male,0.2222222222222222,0.0009042759333419455,0.9956076134699854,0.9438366749359469,64.76190476190476,24589,3
sex,male,0.0,0.0001729056799515864,1.0,0.9465542642003602,325.5,24436,4
